ID,TARGET,proba_bom_pagador_label_0,proba_mau_pagador_label_1
9468,0,0.6947654,0.3052346
175350,0,0.8177708,0.1822292
90354,1,0.44766396,0.55233604
8560,0,0.58561456,0.41438547
8461,0,0.7968287,0.2031713
26368,0,0.82099986,0.17900011
33988,0,0.8044085,0.1955915
117150,0,0.56239116,0.4376088
314001,0,0.5619283,0.4380717
216951,1,0.3214172,0.6785828
136288,0,0.6396028,0.36039725
7310,0,0.67664135,0.32335863
135399,0,0.7034916,0.29650837
309709,1,0.41602868,0.5839713
243242,0,0.85158277,0.14841726
108953,1,0.22198892,0.7780111
36042,1,0.34981418,0.6501858
310292,0,0.581529,0.418471
141914,0,0.6868801,0.31311986
321002,0,0.6556298,0.3443702
132781,0,0.6911475,0.3088525
42160,1,0.31209737,0.6879026
265017,0,0.5197278,0.48027214
322034,1,0.35134733,0.6486527
303023,0,0.7378119,0.2621881
238780,1,0.4089129,0.5910871
6005,1,0.39293855,0.60706145
11236,0,0.7076014,0.2923986
300247,1,0.3340326,0.6659674
217903,0,0.84080875,0.15919122
273390,0,0.60900897,0.39099103
94985,1,0.47262454,0.52737546
16536,0,0.5088298,0.49117023
87528,0,0.6352118,0.36478817
231164,0,0.6763841,0.32361588
228334,1,0.36106104,0.63893896
139904,1,0.40849853,0.5915015
282400,0,0.5338419,0.4661581
107019,1,0.4074719,0.5925281
248298,0,0.63878125,0.36121875
204315,0,0.70279515,0.29720488
190788,0,0.7116978,0.28830218
156275,0,0.67344517,0.32655483
233497,0,0.681815,0.31818497
296562,0,0.5199261,0.4800739
163287,1,0.3398081,0.6601919
152975,0,0.8583651,0.1416349
129829,1,0.2650851,0.7349149
204556,0,0.7938664,0.20613363
221497,1,0.36022836,0.63977164
118940,1,0.49233055,0.50766945
284042,0,0.5990056,0.40099445
228415,0,0.5269462,0.47305378
263988,0,0.7158938,0.2841062
261317,1,0.24786067,0.75213933
245740,0,0.77641195,0.22358805
252099,0,0.69213015,0.30786985
187942,0,0.8852419,0.11475805
310838,0,0.5613152,0.4386848
115779,0,0.79316115,0.20683882
180782,0,0.83089584,0.16910416
250190,0,0.7293817,0.27061832
138418,0,0.62070394,0.37929603
109057,0,0.61646867,0.3835313
310456,0,0.6254662,0.37453377
214773,0,0.62455744,0.37544256
284144,0,0.54374295,0.45625705
32539,1,0.23971438,0.7602856
284114,0,0.6596302,0.3403698
258614,1,0.47563308,0.5243669
30074,0,0.6256839,0.37431607
202544,0,0.6420483,0.3579517
124857,0,0.57352686,0.42647317
132707,0,0.5309439,0.46905613
196691,0,0.53942525,0.46057475
309813,0,0.52004516,0.47995487
223374,0,0.5572033,0.44279674
8117,0,0.5078133,0.49218673
103812,0,0.51609886,0.4839011
62346,1,0.4730605,0.5269395
27305,0,0.54720855,0.45279145
11467,0,0.51609975,0.48390025
113937,0,0.80516785,0.19483215
16400,0,0.6130591,0.3869409
106949,1,0.35535926,0.64464074
130121,0,0.66065764,0.33934236
237391,1,0.4026538,0.5973462
307841,0,0.6642079,0.33579212
11985,0,0.8099986,0.19000144
269360,1,0.45113623,0.54886377
156329,0,0.62269783,0.37730217
14920,1,0.49868315,0.50131685
237567,0,0.8398472,0.1601528
234661,0,0.6484716,0.3515284
169502,0,0.561605,0.43839502
61878,0,0.6163218,0.38367823
169907,0,0.52424735,0.47575265
103208,0,0.5558462,0.4441538
321627,0,0.6577703,0.34222972
285941,1,0.37746722,0.6225328
215898,0,0.73701483,0.26298517
113540,1,0.3592918,0.6407082
71775,0,0.930896,0.06910403
110353,0,0.54938483,0.45061514
233979,1,0.4466514,0.5533486
180178,0,0.6913301,0.30866992
128248,0,0.54703414,0.45296583
204275,0,0.85735357,0.14264645
320385,0,0.74769753,0.25230247
82672,1,0.473571,0.526429
209330,0,0.7409061,0.25909388
60807,0,0.5600537,0.43994632
252558,0,0.5132001,0.4867999
49797,0,0.76277,0.23722999
315211,1,0.48106784,0.51893216
100814,1,0.4990409,0.5009591
315889,1,0.42485726,0.57514274
256901,1,0.2717635,0.7282365
40333,0,0.5170817,0.48291832
175116,1,0.34981418,0.6501858
92297,0,0.5984664,0.40153357
183361,0,0.7374369,0.2625631
128944,0,0.56335413,0.43664587
1175,0,0.80900294,0.19099706
250444,1,0.497357,0.502643
109021,1,0.40444946,0.59555054
152166,0,0.6826328,0.31736717
289617,0,0.7786782,0.22132185
66303,0,0.79941,0.20059004
261934,0,0.60892653,0.39107344
299904,0,0.632432,0.36756802
110323,0,0.68927824,0.31072176
291221,0,0.7624709,0.2375291
303258,0,0.7368213,0.26317868
70728,0,0.54761505,0.45238492
130095,0,0.66422915,0.33577082
28870,0,0.50633216,0.49366787
100223,1,0.3578136,0.6421864
202314,0,0.6176683,0.38233176
221219,0,0.6602373,0.33976266
4979,0,0.67640877,0.32359123
287223,0,0.7810076,0.21899243
86309,1,0.47173935,0.52826065
168136,0,0.5933296,0.4066704
276988,0,0.51051056,0.4894894
217238,1,0.49959677,0.5004032
46000,0,0.5596142,0.44038582
237280,1,0.37936592,0.6206341
102066,1,0.42457485,0.57542515
203200,1,0.46249568,0.5375043
237229,0,0.62723374,0.37276626
57571,0,0.79923165,0.20076837
234208,0,0.67681307,0.32318693
290037,0,0.6512197,0.34878024
203208,0,0.52198166,0.47801834
293971,0,0.7421007,0.2578993
58044,1,0.45768106,0.54231894
194416,0,0.7628621,0.2371379
48329,0,0.5969083,0.40309173
19623,0,0.7288321,0.27116784
101764,1,0.401416,0.598584
237992,0,0.56920123,0.43079874
182923,0,0.5204854,0.47951463
71358,1,0.49311012,0.5068899
41060,0,0.7725551,0.22744489
269363,0,0.509013,0.490987
59001,0,0.64791787,0.35208213
176737,1,0.40946877,0.59053123
86398,0,0.7340573,0.26594272
122931,0,0.55858105,0.44141895
81567,1,0.47157133,0.5284287
132445,0,0.80825394,0.19174604
210515,0,0.8121213,0.1878787
216801,0,0.51400185,0.48599815
119153,0,0.833286,0.16671401
222107,0,0.72631085,0.27368918
23485,0,0.54474175,0.45525822
257681,0,0.67733955,0.32266048
326721,1,0.37914085,0.62085915
195936,0,0.55586255,0.44413745
8787,1,0.27314746,0.72685254
83204,0,0.64903253,0.35096747
167049,0,0.74256265,0.25743738
44460,0,0.807737,0.192263
225455,1,0.4233235,0.5766765
18024,0,0.5576712,0.44232884
109864,0,0.5417026,0.45829737
298563,0,0.7644681,0.23553196
298683,0,0.8145776,0.1854224
276006,0,0.8806416,0.119358405
141137,0,0.5955205,0.4044795
107252,0,0.67288053,0.3271195
309780,0,0.83151716,0.16848283
301881,0,0.5183569,0.48164308
212106,0,0.6596786,0.34032145
90177,0,0.558909,0.441091
74311,1,0.44860053,0.55139947
49860,0,0.6496959,0.35030413
286567,0,0.67793465,0.32206538
39058,1,0.42425793,0.57574207
77393,0,0.51024723,0.48975277
161075,0,0.6550536,0.3449464
324063,1,0.36046684,0.63953316
97315,0,0.5739156,0.42608443
76667,1,0.471026,0.528974
288617,0,0.7138034,0.28619662
130056,0,0.61250603,0.38749397
142287,0,0.6520107,0.34798932
198024,1,0.4444006,0.5555994
88954,0,0.8312681,0.16873194
212642,0,0.6078004,0.39219958
199752,0,0.67820543,0.32179457
289630,0,0.5488249,0.45117512
185734,1,0.46456236,0.53543764
248443,0,0.5489066,0.45109338
320193,0,0.6162174,0.3837826
61677,0,0.55448747,0.44551256
205946,1,0.37695855,0.62304145
288827,1,0.43683374,0.56316626
117349,0,0.56688297,0.43311706
321454,1,0.41232467,0.58767533
202551,0,0.62113345,0.37886652
32764,1,0.48532665,0.51467335
82265,1,0.36202908,0.6379709
57416,0,0.61241305,0.38758692
309634,0,0.6048354,0.3951646
171206,1,0.39300424,0.60699576
127376,0,0.6155559,0.38444415
268454,0,0.5647217,0.43527833
273019,0,0.6453486,0.3546514
51408,0,0.7974581,0.2025419
6115,0,0.87765884,0.122341186
39788,0,0.8044393,0.19556066
328230,1,0.4292001,0.5707999
315955,0,0.5027906,0.49720943
205701,1,0.47339165,0.52660835
32408,1,0.34656572,0.6534343
16329,0,0.51820767,0.4817923
91568,0,0.7439902,0.25600985
57682,1,0.4850356,0.5149644
31113,0,0.5904572,0.4095428
35855,1,0.38180614,0.61819386
8139,0,0.51824415,0.48175582
323939,0,0.607965,0.392035
231517,0,0.621338,0.378662
300569,0,0.7332671,0.26673287
110964,0,0.6708635,0.32913646
45982,0,0.5798161,0.42018387
292862,1,0.3179075,0.6820925
282213,0,0.5648853,0.43511468
166518,1,0.41961807,0.58038193
252349,0,0.5656378,0.4343622
314839,0,0.60269856,0.39730144
279103,0,0.6785011,0.32149887
112379,1,0.46527517,0.53472483
89057,0,0.5811908,0.41880915
238487,0,0.64841294,0.35158703
234823,1,0.45049673,0.54950327
132999,1,0.36962104,0.63037896
201081,0,0.87853575,0.12146424
76652,0,0.7604228,0.2395772
47924,0,0.51643026,0.48356974
28471,1,0.38253444,0.61746556
82394,1,0.41569299,0.584307
31729,1,0.48676163,0.5132384
265102,0,0.8489993,0.15100066
145247,0,0.5396473,0.46035272
314426,1,0.25057197,0.74942803
159953,0,0.79155546,0.20844452
125781,1,0.49231917,0.50768083
205369,0,0.72787416,0.27212584
287538,0,0.7489779,0.25102213
263696,0,0.6159401,0.38405994
192633,0,0.85061085,0.14938915
241889,0,0.6469972,0.35300282
198269,0,0.75568444,0.24431556
242863,0,0.6045658,0.3954342
36126,0,0.5935204,0.40647957
200712,0,0.6066689,0.3933311
115588,0,0.59409153,0.40590847
206833,1,0.2799033,0.7200967
213730,1,0.36234492,0.6376551
70466,0,0.52457345,0.47542652
197186,0,0.6534778,0.3465222
95520,0,0.73201543,0.26798457
217408,1,0.30080152,0.6991985
189690,0,0.55634093,0.44365907
270528,0,0.54243994,0.45756006
11356,0,0.7355989,0.26440108
62248,0,0.5129679,0.48703212
2340,1,0.39616644,0.60383356
39842,0,0.5985203,0.40147975
232977,1,0.45710444,0.54289556
289543,0,0.6580814,0.34191862
168815,0,0.7452151,0.25478488
52996,0,0.6686063,0.33139375
327451,0,0.6108286,0.38917142
286339,0,0.5810747,0.41892526
211493,0,0.5807251,0.41927493
278932,0,0.58200014,0.41799983
132955,1,0.38724184,0.61275816
284315,0,0.7910116,0.20898846
23602,0,0.7854557,0.2145443
19427,0,0.8280704,0.17192961
272791,1,0.46877903,0.531221
245830,1,0.45417982,0.5458202
105051,0,0.6079066,0.39209342
163918,1,0.37086594,0.62913406
326096,1,0.43456793,0.5654321
312078,1,0.25028002,0.74972
135240,0,0.5255977,0.47440228
178669,0,0.50339735,0.49660265
325855,0,0.5909824,0.40901762
153426,1,0.41439092,0.5856091
236757,0,0.659142,0.34085795
48747,0,0.64195466,0.35804537
156094,0,0.6826912,0.31730878
197780,0,0.5118438,0.4881562
252424,1,0.29429334,0.70570666
159962,1,0.4191829,0.5808171
264399,1,0.4453107,0.5546893
16853,1,0.29173005,0.70826995
320802,0,0.53973734,0.46026266
308592,0,0.5281778,0.4718222
202041,0,0.66594595,0.33405405
182229,0,0.7131419,0.28685805
46756,1,0.38113332,0.6188667
47896,1,0.46821326,0.53178674
302094,0,0.6769067,0.32309327
252852,1,0.27827388,0.7217261
191101,0,0.70732915,0.29267085
248675,0,0.7751887,0.22481133
205598,0,0.64372045,0.35627955
124588,1,0.34813213,0.65186787
19745,0,0.80126417,0.19873582
147130,1,0.38216174,0.61783826
131857,1,0.4224987,0.5775013
171221,0,0.57353306,0.42646697
177689,1,0.34782088,0.6521791
303781,0,0.8092076,0.19079237
283480,0,0.71705604,0.28294396
76315,0,0.6423,0.35769996
255651,0,0.5026994,0.49730062
193109,0,0.5453571,0.4546429
175878,1,0.2939915,0.7060085
52626,0,0.66949916,0.33050087
309147,0,0.5404253,0.4595747
208435,0,0.654722,0.34527805
175219,0,0.7697765,0.23022346
203518,0,0.8200539,0.17994611
35159,0,0.7891085,0.21089147
275672,0,0.82352155,0.17647843
106454,0,0.67748916,0.32251084
150024,0,0.5214474,0.4785526
36609,1,0.42609042,0.5739096
303089,0,0.60701215,0.39298782
144340,0,0.646445,0.35355502
63917,1,0.36421895,0.63578105
123986,1,0.49362475,0.50637525
9482,0,0.66963935,0.33036065
139700,0,0.67881966,0.3211803
59051,1,0.40215093,0.5978491
16160,0,0.50438726,0.4956127
238815,0,0.59555125,0.40444872
28848,0,0.8557166,0.14428341
285296,0,0.53603995,0.46396008
54670,0,0.6395259,0.36047414
294305,1,0.4727924,0.5272076
187827,0,0.5388385,0.46116146
216419,1,0.48908156,0.51091844
280877,1,0.4719739,0.5280261
16629,1,0.4319052,0.5680948
80393,0,0.5205097,0.4794903
3641,0,0.6620269,0.3379731
282624,0,0.60301733,0.3969827
111829,0,0.5342004,0.46579963
289740,0,0.6403381,0.35966188
174922,0,0.57715625,0.42284375
243250,1,0.28920424,0.71079576
66156,0,0.66942537,0.33057463
213456,0,0.68873155,0.31126848
243473,0,0.7481648,0.2518352
285124,0,0.5607463,0.43925366
80426,0,0.6606749,0.33932504
194028,1,0.42008066,0.57991934
235345,0,0.5411173,0.45888266
50748,0,0.7072662,0.29273382
60331,0,0.6859281,0.3140719
261018,0,0.6776853,0.32231468
263424,0,0.5760195,0.42398044
272133,0,0.77922,0.22077999
31067,0,0.7446534,0.2553466
296953,0,0.51996803,0.48003194
158430,0,0.7183588,0.2816412
304719,0,0.5018155,0.4981845
24986,0,0.78123975,0.21876024
265270,0,0.791091,0.20890898
62287,0,0.59441787,0.40558213
183776,0,0.72989047,0.2701095
62298,1,0.30065888,0.6993411
226828,0,0.5289436,0.4710564
32201,0,0.784365,0.21563499
177323,0,0.6842567,0.3157433
114451,1,0.49669862,0.5033014
157146,0,0.6787801,0.32121992
68815,1,0.43572927,0.56427073
151228,0,0.66963947,0.3303605
138917,0,0.6183914,0.38160858
76658,0,0.8237527,0.17624728
68092,0,0.5087447,0.49125525
94424,0,0.77117115,0.22882886
39128,0,0.80256575,0.19743423
226495,0,0.67558,0.32441998
269307,0,0.5725794,0.4274206
7220,1,0.42898577,0.5710142
18636,0,0.55998015,0.44001982
261869,1,0.42611462,0.5738854
272777,0,0.8203683,0.17963172
82800,0,0.773388,0.22661196
38804,0,0.638634,0.36136597
282465,1,0.37915796,0.62084204
209127,1,0.25530303,0.744697
204395,1,0.3754863,0.6245137
124548,0,0.72160566,0.27839434
14466,1,0.42687035,0.57312965
300898,0,0.83436066,0.16563934
106228,1,0.35247523,0.6475248
318097,0,0.56408644,0.4359136
221984,0,0.54202014,0.45797986
316471,1,0.4483593,0.5516407
246513,0,0.7762109,0.2237891
79647,0,0.56674635,0.43325362
287556,0,0.7484382,0.25156182
18623,1,0.41900468,0.5809953
191035,0,0.5320438,0.46795616
145651,1,0.36818737,0.63181263
187532,1,0.40193045,0.59806955
232999,1,0.3858407,0.6141593
325425,0,0.6378733,0.36212674
51857,0,0.7027709,0.2972291
96155,1,0.30693102,0.693069
279193,0,0.61747015,0.38252988
243079,1,0.46050137,0.5394986
248748,0,0.81216973,0.18783025
289795,0,0.8604007,0.13959935
48140,0,0.8281677,0.1718323
242947,0,0.7355385,0.26446155
327805,1,0.45653474,0.54346526
58800,0,0.59702504,0.40297496
212283,1,0.47816467,0.5218353
290003,0,0.5881235,0.4118765
31778,0,0.5888885,0.4111115
310619,0,0.8514002,0.1485998
266291,0,0.55309296,0.44690704
83969,1,0.25827986,0.74172014
250467,0,0.7116208,0.28837922
142818,0,0.8818702,0.118129805
100787,0,0.77111334,0.22888665
179525,1,0.42819864,0.57180136
263423,0,0.58028847,0.41971153
264929,1,0.48939294,0.51060706
248984,0,0.83644354,0.16355646
65578,0,0.6431079,0.3568921
148658,1,0.48483473,0.51516527
207100,1,0.3636173,0.6363827
136803,0,0.8096036,0.1903964
212203,0,0.58499014,0.4150099
265101,0,0.53298926,0.46701077
264563,1,0.46653324,0.53346676
265531,1,0.33451456,0.66548544
280387,0,0.51715994,0.48284003
273063,0,0.6545549,0.3454451
198511,1,0.45772445,0.54227555
263391,0,0.67933035,0.32066962
21578,1,0.38170308,0.6182969
175185,0,0.5432763,0.45672372
144222,0,0.7910294,0.20897062
266586,0,0.7196215,0.28037852
25481,0,0.7615691,0.23843092
122948,0,0.5070696,0.4929304
19895,0,0.6375489,0.36245108
88040,1,0.4584214,0.5415786
261768,1,0.27148712,0.7285129
244809,0,0.5752476,0.4247524
266520,0,0.6870741,0.31292588
329233,0,0.7471626,0.25283742
142217,0,0.7807659,0.21923412
28068,0,0.6069734,0.39302662
28748,0,0.8091394,0.1908606
192204,1,0.41576546,0.58423454
183617,0,0.59281325,0.40718675
191121,1,0.38227493,0.6177251
192825,1,0.2960955,0.7039045
256509,1,0.40569973,0.59430027
127614,0,0.5582623,0.4417377
171736,0,0.64117646,0.35882354
207741,0,0.79570556,0.20429446
51692,1,0.4253028,0.5746972
183268,0,0.5967578,0.40324217
231509,0,0.577727,0.42227298
262399,0,0.7985413,0.20145866
175306,0,0.6586919,0.3413081
35206,0,0.53186285,0.46813717
223349,0,0.75009304,0.24990696
227231,0,0.5854193,0.4145807
258296,0,0.66096824,0.33903176
114235,0,0.91098845,0.08901152
212559,1,0.31282365,0.68717635
59193,0,0.57366836,0.4263316
33848,1,0.43671298,0.563287
274720,1,0.29730612,0.7026939
284232,0,0.7694254,0.2305746
278417,0,0.632664,0.36733598
166068,1,0.44876438,0.5512356
173451,0,0.67821825,0.32178178
147764,0,0.6730493,0.32695073
172150,0,0.5019239,0.4980761
6292,0,0.7497287,0.25027132
108342,0,0.5253906,0.47460935
204965,0,0.5189181,0.4810819
170136,0,0.7929816,0.20701835
36938,0,0.65662515,0.34337482
230143,0,0.71689343,0.28310657
52839,0,0.8038041,0.19619589
303343,1,0.38640463,0.61359537
293302,0,0.8584407,0.14155932
236822,0,0.5785593,0.42144075
149404,0,0.7040181,0.2959819
13723,0,0.6408241,0.35917592
184478,0,0.52865875,0.47134122
154503,1,0.4892372,0.5107628
134778,1,0.39959198,0.600408
304363,0,0.7610094,0.23899059
322358,0,0.689497,0.31050298
50806,1,0.40510613,0.5948939
69668,0,0.6307703,0.36922967
96362,0,0.8824438,0.11755624
26386,0,0.59850186,0.40149814
69914,0,0.8602146,0.13978538
113059,1,0.3183568,0.6816432
266693,1,0.46839702,0.531603
42821,0,0.9163056,0.08369439
171406,1,0.48132765,0.51867235
78597,0,0.8618489,0.13815111
223284,0,0.643291,0.35670903
118857,0,0.69200456,0.30799547
3546,1,0.34421778,0.6557822
131003,0,0.67493665,0.32506332
87375,0,0.52239525,0.47760475
121243,0,0.6874562,0.3125438
93493,0,0.58046794,0.4195321
302330,0,0.5337633,0.46623674
64134,0,0.56483555,0.43516448
131006,1,0.36106104,0.63893896
174602,0,0.6384452,0.3615548
114707,1,0.2761109,0.7238891
101178,0,0.7330295,0.2669705
279015,0,0.6116799,0.38832012
90960,0,0.5671457,0.43285432
80167,0,0.78940904,0.21059099
79079,1,0.37462127,0.6253787
144287,1,0.46986067,0.5301393
119655,0,0.78031665,0.21968335
142804,0,0.56260896,0.43739104
234387,0,0.6044036,0.39559639
8406,1,0.42062312,0.5793769
255465,0,0.73405635,0.26594362
304178,0,0.59704506,0.40295494
69521,0,0.6387351,0.36126488
220531,0,0.7148043,0.28519568
3090,0,0.8256016,0.17439844
194548,1,0.39198273,0.60801727
253600,1,0.47513145,0.52486855
319640,0,0.8348806,0.16511942
212002,0,0.5706434,0.4293566
30930,0,0.53331846,0.46668154
229912,0,0.5385003,0.4614997
250397,0,0.64597046,0.3540295
326733,0,0.55970013,0.4402999
108634,1,0.43794602,0.562054
281639,0,0.671919,0.328081
109322,0,0.6866673,0.31333268
188242,0,0.80944175,0.19055827
81017,1,0.39153534,0.60846466
146444,0,0.6991349,0.3008651
11768,0,0.8620377,0.13796228
320563,1,0.4964112,0.5035888
68438,0,0.83868116,0.16131884
138165,0,0.67129815,0.32870182
87769,0,0.5929669,0.40703306
282828,0,0.5574403,0.4425597
115097,0,0.6950975,0.3049025
247992,0,0.538421,0.46157902
219183,0,0.6921126,0.30788738
98697,0,0.50860393,0.49139604
69372,1,0.484955,0.515045
290201,0,0.5648159,0.43518415
66059,0,0.82960236,0.17039764
258805,0,0.685873,0.31412703
223870,0,0.51133823,0.48866174
118251,0,0.57305294,0.42694706
127061,1,0.23895538,0.7610446
190564,0,0.51872367,0.48127633
167525,1,0.4612341,0.5387659
247968,1,0.3718893,0.6281107
177837,0,0.5921166,0.40788338
293266,0,0.6016065,0.39839348
317224,0,0.5650774,0.4349226
79304,1,0.42636704,0.57363296
17209,0,0.7067394,0.29326057
86383,1,0.27164394,0.72835606
272654,0,0.59098077,0.40901923
149609,1,0.26797056,0.73202944
109947,1,0.45534378,0.5446562
77344,0,0.77186066,0.22813933
218905,0,0.7809244,0.2190756
184425,0,0.8248745,0.17512551
42891,1,0.3458599,0.6541401
46380,0,0.5122468,0.4877532
326778,0,0.91144973,0.08855029
274936,1,0.4353137,0.5646863
154851,1,0.4608382,0.5391618
34924,1,0.4380017,0.5619983
174229,1,0.43016082,0.5698392
145129,0,0.65748227,0.3425177
185914,1,0.43500596,0.56499404
90321,1,0.45990306,0.54009694
2282,0,0.7909157,0.2090843
86747,1,0.32533473,0.6746653
52752,0,0.8148499,0.1851501
45172,0,0.58132,0.41868
202856,0,0.76147896,0.23852105
54252,1,0.22239417,0.77760583
288898,0,0.57200336,0.42799667
187754,0,0.8466168,0.1533832
227046,0,0.5947826,0.4052174
312932,0,0.6796212,0.3203788
286342,0,0.5054863,0.4945137
166791,0,0.6004796,0.39952037
237124,0,0.60524905,0.39475095
163869,0,0.8393285,0.16067146
52973,0,0.74622345,0.25377652
49542,1,0.32881546,0.67118454
239394,0,0.79268754,0.20731245
310557,0,0.724182,0.275818
224007,0,0.59343296,0.40656704
202487,1,0.3092667,0.6907333
206504,1,0.36886054,0.63113946
60904,1,0.2648173,0.7351827
1646,0,0.68256044,0.3174396
210975,0,0.835186,0.16481397
304930,0,0.5182205,0.48177952
42577,0,0.7263726,0.2736274
37748,0,0.6998428,0.30015722
36582,0,0.7250205,0.2749795
133291,1,0.44345933,0.55654067
52818,0,0.65292096,0.34707904
259679,0,0.5063801,0.4936199
150555,0,0.65165544,0.34834456
15362,1,0.43512946,0.56487054
197400,0,0.60476863,0.39523134
228153,0,0.6657206,0.33427942
196034,1,0.46828723,0.5317128
73891,1,0.37878114,0.62121886
238165,1,0.33101416,0.66898584
2228,0,0.8070552,0.19294482
117684,0,0.53265435,0.46734565
226456,1,0.30261797,0.69738203
215616,0,0.54636306,0.45363694
62471,1,0.38768053,0.61231947
222165,1,0.31261724,0.68738276
319064,1,0.3219679,0.6780321
328182,1,0.42217553,0.5778245
242886,1,0.30968398,0.690316
68218,1,0.4516828,0.5483172
300347,0,0.7542375,0.24576254
315141,1,0.31826353,0.68173647
252550,0,0.783964,0.21603602
98437,0,0.6599611,0.34003887
147094,0,0.7128252,0.28717482
242937,0,0.5801219,0.41987813
95429,0,0.5404123,0.4595877
47293,1,0.4421445,0.5578555
259923,1,0.46758473,0.5324153
157866,0,0.66759336,0.33240664
100689,0,0.63669014,0.3633099
153069,0,0.51630604,0.483694
208901,0,0.7902366,0.20976338
240136,0,0.62914896,0.37085107
217570,0,0.5872916,0.41270837
231867,0,0.80206084,0.19793914
32769,0,0.50543165,0.49456835
118630,0,0.73073757,0.26926246
279827,0,0.6804886,0.3195114
129896,0,0.58640504,0.413595
13635,0,0.82879835,0.17120165
258132,0,0.8098324,0.1901676
205060,0,0.6060399,0.3939601
96635,1,0.31364757,0.68635243
10152,0,0.7912072,0.20879279
190325,1,0.4837278,0.5162722
35098,1,0.34936786,0.65063214
68848,0,0.8194703,0.18052973
258729,1,0.43774343,0.5622566
219949,0,0.77716255,0.22283743
329403,0,0.819059,0.18094102
250214,0,0.76586926,0.23413073
108158,0,0.7193502,0.28064975
17113,1,0.27357924,0.72642076
183851,0,0.58355355,0.41644645
328963,1,0.4627093,0.5372907
252333,0,0.73747575,0.26252425
131850,0,0.7923792,0.2076208
190897,0,0.6949489,0.30505112
163826,1,0.4965176,0.5034824
165435,0,0.5411817,0.4588183
248345,1,0.3607986,0.6392014
174023,0,0.5428779,0.4571221
330321,1,0.3479616,0.6520384
129645,1,0.40954417,0.59045583
234543,0,0.7721727,0.22782734
201556,0,0.7387773,0.2612227
167111,0,0.8042382,0.19576183
181293,0,0.57808656,0.42191344
104991,0,0.55652887,0.44347113
176902,0,0.5644661,0.4355339
43673,1,0.41720682,0.5827932
135311,1,0.38847,0.61153
27512,0,0.62921774,0.3707823
124715,1,0.4971289,0.5028711
106895,1,0.33816773,0.6618323
224641,1,0.38374954,0.61625046
194495,0,0.55686617,0.4431338
304993,0,0.8195302,0.1804698
275841,0,0.7656971,0.23430285
224891,1,0.44179112,0.5582089
39490,0,0.7537928,0.24620719
268213,0,0.6836724,0.31632757
43563,1,0.3206675,0.6793325
265062,0,0.6095854,0.39041463
301202,0,0.6944066,0.30559337
24080,0,0.5748775,0.42512253
390,0,0.6758044,0.32419565
121044,0,0.75323915,0.24676083
56887,0,0.6984019,0.3015981
223829,1,0.33493388,0.6650661
68993,0,0.72197,0.27802998
175121,0,0.64213,0.35787
280529,1,0.44080448,0.5591955
225558,0,0.54251295,0.45748705
271183,1,0.30422413,0.69577587
330161,0,0.7436861,0.25631392
155765,0,0.77860355,0.22139648
130772,0,0.5076692,0.49233076
164041,0,0.5765158,0.4234842
298933,0,0.5527085,0.44729146
192676,0,0.74133205,0.25866792
219624,0,0.804428,0.19557205
206770,1,0.34582835,0.65417165
281616,0,0.84191924,0.15808076
92893,0,0.61191714,0.38808286
19544,1,0.47364414,0.52635586
176187,0,0.60381866,0.39618134
283698,1,0.4948241,0.5051759
96849,0,0.75302947,0.2469705
43807,0,0.7637168,0.23628321
203189,1,0.4254536,0.5745464
82798,1,0.4162174,0.5837826
198126,0,0.7954565,0.2045435
202539,1,0.33808905,0.66191095
154863,1,0.47624505,0.52375495
24313,1,0.38679284,0.61320716
43087,0,0.682827,0.317173
303072,0,0.7499353,0.25006467
132234,0,0.5074229,0.4925771
154294,0,0.53452754,0.46547243
108661,1,0.3595801,0.6404199
118953,1,0.3151335,0.6848665
51745,1,0.47396618,0.5260338
133425,0,0.50025785,0.49974215
186174,0,0.5044387,0.4955613
172788,0,0.6121105,0.38788947
14684,0,0.5242986,0.4757014
158279,0,0.92281383,0.07718616
307833,1,0.41083068,0.5891693
208034,0,0.5955417,0.40445828
214261,0,0.5837058,0.41629422
307542,0,0.80801547,0.1919845
312585,0,0.5725438,0.4274562
62498,1,0.3428468,0.6571532
3236,0,0.7643822,0.2356178
75268,0,0.76606655,0.23393343
34560,0,0.82187015,0.17812984
204439,0,0.7122543,0.2877457
234375,0,0.8377298,0.1622702
67922,0,0.7015774,0.29842255
290406,0,0.62110543,0.3788946
246542,1,0.42977428,0.5702257
223081,0,0.5019719,0.4980281
242819,1,0.37960285,0.62039715
92952,0,0.6994901,0.3005099
226412,0,0.89589393,0.104106076
1839,0,0.589395,0.410605
188703,0,0.6919323,0.30806768
186785,0,0.7728134,0.2271866
75488,0,0.66056395,0.33943602
7303,0,0.52150536,0.4784946
158070,0,0.65543514,0.34456486
133202,0,0.7824277,0.21757226
195041,1,0.4265055,0.5734945
150619,1,0.46830803,0.53169197
83260,0,0.66559625,0.33440375
271368,0,0.66209817,0.3379018
257340,0,0.73576397,0.26423603
255287,1,0.31916457,0.6808354
269617,0,0.5598384,0.44016156
169240,0,0.5081495,0.49185047
4035,0,0.82813895,0.17186105
105020,0,0.7284709,0.2715291
49022,0,0.73732936,0.2626706
237645,0,0.65218335,0.34781665
230016,0,0.60915697,0.39084303
126820,0,0.7965852,0.2034148
66045,0,0.55188227,0.44811773
247863,0,0.61279696,0.38720304
